Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
29/04/2020 00:00,"6178.4331","0","6178.4331","0","0"
29/04/2020 00:15,"10600.5215","0","10600.5215","0","0"
29/04/2020 00:30,"10870.293","0","10870.293","0","0"
29/04/2020 00:45,"7673.8511","0","7673.8511","0","0"
29/04/2020 01:00,"555.4954","0","555.4954","0","0"
29/04/2020 01:15,"877.3111","0","877.3111","0","0"
29/04/2020 01:30,"490.9637","0","490.9637","0","0"
29/04/2020 01:45,"573.8409","0","573.8409","0","0"
29/04/2020 02:00,"593.5701","0","593.5701","0","0"
29/04/2020 02:15,"464.7711","0","464.7711","0","0"
29/04/2020 02:30,"614.6968","0","614.6968","0","0"
29/04/2020 02:45,"490.3062","0","490.3062","0","0"
29/04/2020 03:00,"954.6647","0","954.6647","0","0"
29/04/2020 03:15,"577.6868","0","577.6868","0","0"
29/04/2020 03:30,"477.8433","0","477.8433","0","0"
29/04/2020 03:45,"553.5374","0","553.5374","0","0"
29/04/2020 04:00,"571.8701","0","571.8701","0","0"
29/04/2020 04:15,"604.9092","0","604.9092","0","0"
29/04/2020 04:30,"485.4837","0","485.4837","0","0"
29/04/2020 04:45,"525.2057","0","525.2057","0","0"
29/04/2020 05:00,"491.9495","0","491.9495","0","0"
29/04/2020 05:15,"578.111","0","578.111","0","0"
29/04/2020 05:30,"617.9279","0","617.9279","0","0"
29/04/2020 05:45,"593.1432","0","593.1432","0","0"
29/04/2020 06:00,"659.6626","12.6667","672.3293","0","12.6667"
29/04/2020 06:15,"285.1061","119","404.1061","0","119"
29/04/2020 06:30,"395.007","419.8829","814.8899","7.7838","427.6667"
29/04/2020 06:45,"0","480.4899","480.4899","296.5101","777"
29/04/2020 07:00,"133.5878","523.1598","656.7476","43.8402","567"
29/04/2020 07:15,"108.661","532.1679","640.8289","554.4987","1086.6666"
29/04/2020 07:30,"1358.7612","1714","3072.7612","0","1714"
29/04/2020 07:45,"2029.7625","2226.6667","4256.4292","0","2226.6667"
29/04/2020 08:00,"667.2946","1784.8573","2452.1519","906.1427","2691"
29/04/2020 08:15,"0","985.9744","985.9744","2224.0256","3210"
29/04/2020 08:30,"0","1290.1589","1290.1589","2421.8411","3712"
29/04/2020 08:45,"64.4417","3137.2954","3201.7371","340.0377","3477.3333"
29/04/2020 09:00,"795.7448","3520.7302","4316.4751","599.2698","4120"
29/04/2020 09:15,"0","1563.8711","1563.8711","1846.4622","3410.3333"
29/04/2020 09:30,"0","530.7898","530.7898","3446.2102","3977"
29/04/2020 09:45,"0","2457.7444","2457.7444","2633.5891","5091.3335"
29/04/2020 10:00,"0","2605.9968","2605.9968","2824.3367","5430.3335"
29/04/2020 10:15,"0","1677.6206","1677.6206","4097.7129","5775.3335"
29/04/2020 10:30,"0","657.834","657.834","5008.4995","5666.3335"
29/04/2020 10:45,"0","516.6084","516.6084","5880.3916","6397"
29/04/2020 11:00,"0","520.4004","520.4004","4180.9331","4701.3335"
29/04/2020 11:15,"0","537.446","537.446","3902.2205","4439.6665"
29/04/2020 11:30,"0","802.2817","802.2817","4537.9683","5340.25"
29/04/2020 11:45,"0","721.6899","721.6899","6326.9766","7048.6665"
29/04/2020 12:00,"0","912.323","912.323","3291.3435","4203.6665"
29/04/2020 12:15,"0","935.9766","935.9766","5193.3569","6129.3335"
29/04/2020 12:30,"0","955.1309","955.1309","5347.5356","6302.6665"
29/04/2020 12:45,"0","927.4949","927.4949","2169.8384","3097.3333"
29/04/2020 13:00,"0","563.5149","563.5149","2169.4851","2733"
