Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
26/08/2020 00:00,"959.8777","0","959.8777","0","0"
26/08/2020 00:15,"1229.8105","0","1229.8105","0","0"
26/08/2020 00:30,"2703.5227","0","2703.5227","0","0"
26/08/2020 00:45,"775.9673","0","775.9673","0","0"
26/08/2020 01:00,"3450.1592","0","3450.1592","0","0"
26/08/2020 01:15,"1124.4382","0","1124.4382","0","0"
26/08/2020 01:30,"1993.9938","0","1993.9938","0","0"
26/08/2020 01:45,"677.7682","0","677.7682","0","0"
26/08/2020 02:00,"2618.981","0","2618.981","0","0"
26/08/2020 02:15,"1942.4724","0","1942.4724","0","0"
26/08/2020 02:30,"1312.5582","0","1312.5582","0","0"
26/08/2020 02:45,"2062.5132","0","2062.5132","0","0"
26/08/2020 03:00,"1500.1588","0","1500.1588","0","0"
26/08/2020 03:15,"2490.8147","0","2490.8147","0","0"
26/08/2020 03:30,"637.0256","0","637.0256","0","0"
26/08/2020 03:45,"3188.4885","0","3188.4885","0","0"
26/08/2020 04:00,"1117.7587","0","1117.7587","0","0"
26/08/2020 04:15,"1150.6971","0","1150.6971","0","0"
26/08/2020 04:30,"2505.2888","0","2505.2888","0","0"
26/08/2020 04:45,"1243.4026","0","1243.4026","0","0"
26/08/2020 05:00,"1609.4313","0","1609.4313","0","0"
26/08/2020 05:15,"1349.606","0","1349.606","0","0"
26/08/2020 05:30,"2232.8062","0","2232.8062","0","0"
26/08/2020 05:45,"2895.1614","0","2895.1614","0","0"
26/08/2020 06:00,"905.528","0","905.528","0","0"
26/08/2020 06:15,"2340.8076","6.6667","2347.4744","0","6.6667"
26/08/2020 06:30,"1435.1058","48.6667","1483.7725","0","48.6667"
26/08/2020 06:45,"2244.9851","193.6667","2438.6519","0","193.6667"
26/08/2020 07:00,"1788.7008","462.6667","2251.3674","0","462.6667"
26/08/2020 07:15,"122.4348","711.1844","833.6192","73.4823","784.6667"
26/08/2020 07:30,"1891.4834","1155","3046.4834","0","1155"
26/08/2020 07:45,"44.5121","1106.0725","1150.5846","434.2609","1540.3334"
26/08/2020 08:00,"1484.8976","1943.3334","3428.231","0","1943.3334"
26/08/2020 08:15,"675.5739","1875.7111","2551.2849","547.5389","2423.25"
26/08/2020 08:30,"226.5634","1991.2957","2217.8591","914.7044","2906"
26/08/2020 08:45,"793.816","2770.1006","3563.9165","487.2325","3257.3333"
26/08/2020 09:00,"0","2010.4265","2010.4265","1579.9067","3590.3333"
26/08/2020 09:15,"312.7281","2669.1086","2981.8367","1260.2246","3929.3333"
26/08/2020 09:30,"495.2438","1983.7092","2478.9531","2230.6243","4214.3335"
26/08/2020 09:45,"0","2011.822","2011.822","2485.5115","4497.3335"
26/08/2020 10:00,"283.0294","2634.5886","2917.6182","2118.0779","4752.6665"
26/08/2020 10:15,"0","2857.717","2857.717","2117.283","4975"
26/08/2020 10:30,"46.859","2817.6438","2864.5029","2417.0227","5234.6665"
26/08/2020 10:45,"0","2007.1343","2007.1343","3404.1992","5411.3335"
26/08/2020 11:00,"0","3545.4863","3545.4863","2026.5138","5572"
26/08/2020 11:15,"0","3618.9348","3618.9348","2096.7317","5715.6665"
26/08/2020 11:30,"202.9764","4266.6694","4469.646","1577.3304","5844"
26/08/2020 11:45,"0","2959.874","2959.874","2996.7925","5956.6665"
26/08/2020 12:00,"0","2537.1228","2537.1228","3507.2107","6044.3335"
26/08/2020 12:15,"0","2367.5557","2367.5557","3684.4443","6052"
26/08/2020 12:30,"0","1676.543","1676.543","4390.457","6067"
26/08/2020 12:45,"0","3419.4165","3419.4165","2709.917","6129.3335"
26/08/2020 13:00,"0","2402.4739","2402.4739","3713.1926","6115.6665"
26/08/2020 13:15,"648.3889","4269.9038","4918.293","1804.0963","6074"
26/08/2020 13:30,"0","3467.7183","3467.7183","2558.2817","6026"
26/08/2020 13:45,"359.9529","4448.4209","4808.374","1471.5791","5920"
26/08/2020 14:00,"0","3452.2871","3452.2871","2375.0464","5827.3335"
26/08/2020 14:15,"0","3043.0901","3043.0901","2637.9099","5681"
26/08/2020 14:30,"0","4243.9668","4243.9668","1271.0333","5515"
26/08/2020 14:45,"0","3728.282","3728.282","1586.0515","5314.3335"
26/08/2020 15:00,"469.2479","3091.6416","3560.8896","1967.3584","5059"
26/08/2020 15:15,"0","3846.6436","3846.6436","898.6898","4745.3335"
26/08/2020 15:30,"1880.2487","3325.6204","5205.8691","988.0461","4313.6665"
26/08/2020 15:45,"0","2594.0562","2594.0562","1288.6107","3882.6667"
26/08/2020 16:00,"1564.4884","3465.3333","5029.8218","0","3465.3333"
26/08/2020 16:15,"1606.7058","3119","4725.7061","0","3119"
26/08/2020 16:30,"405.4713","2331.7268","2737.1982","422.6064","2754.3333"
26/08/2020 16:45,"2195.9048","2344.6667","4540.5713","0","2344.6667"
26/08/2020 17:00,"2201.8145","1932.3334","4134.1479","0","1932.3334"
26/08/2020 17:15,"2009.9688","1510.3334","3520.3022","0","1510.3334"
26/08/2020 17:30,"2899.4731","1100.3334","3999.8066","0","1100.3334"
26/08/2020 17:45,"2895.415","740","3635.415","0","740"
26/08/2020 18:00,"3897.0173","417","4314.0176","0","417"
26/08/2020 18:15,"2553.5752","225.6667","2779.2419","0","225.6667"
26/08/2020 18:30,"4577.3779","142","4719.3779","0","142"
26/08/2020 18:45,"2007.4044","98.6667","2106.071","0","98.6667"
26/08/2020 19:00,"3149.1304","45.6667","3194.7971","0","45.6667"
26/08/2020 19:15,"2722.197","4.3333","2726.5303","0","4.3333"
