Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
25/03/2020 00:00,"8382.2246","0","8382.2246","0","0"
25/03/2020 00:15,"15465.6826","0","15465.6826","0","0"
25/03/2020 00:30,"15734.5947","0","15734.5947","0","0"
25/03/2020 00:45,"10906.6328","0","10906.6328","0","0"
25/03/2020 01:00,"4985.3579","0","4985.3579","0","0"
25/03/2020 01:15,"3854.1265","0","3854.1265","0","0"
25/03/2020 01:30,"6560.0854","0","6560.0854","0","0"
25/03/2020 01:45,"6856.2104","0","6856.2104","0","0"
25/03/2020 02:00,"5839.2954","0","5839.2954","0","0"
25/03/2020 02:15,"7233.2744","0","7233.2744","0","0"
25/03/2020 02:30,"5101.8198","0","5101.8198","0","0"
25/03/2020 02:45,"5076.6426","0","5076.6426","0","0"
25/03/2020 03:00,"5330.7373","0","5330.7373","0","0"
25/03/2020 03:15,"3859.8455","0","3859.8455","0","0"
25/03/2020 03:30,"4291.2754","0","4291.2754","0","0"
25/03/2020 03:45,"3695.271","0","3695.271","0","0"
25/03/2020 04:00,"3381.8083","0","3381.8083","0","0"
25/03/2020 04:15,"2564.364","0","2564.364","0","0"
25/03/2020 04:30,"2360.5125","0","2360.5125","0","0"
25/03/2020 04:45,"3885.4736","0","3885.4736","0","0"
25/03/2020 05:00,"3238.3325","0","3238.3325","0","0"
25/03/2020 05:15,"1995.4871","0","1995.4871","0","0"
25/03/2020 05:30,"3646.9744","0","3646.9744","0","0"
25/03/2020 05:45,"3261.835","0","3261.835","0","0"
25/03/2020 06:00,"5268.9438","40","5308.9438","0","40"
25/03/2020 06:15,"4626.998","163","4789.998","0","163"
25/03/2020 06:30,"3369.4998","268","3637.4998","0","268"
25/03/2020 06:45,"8880.3984","300.3333","9180.7314","0","300.3333"
25/03/2020 07:00,"6578.4067","530.3333","7108.7402","0","530.3333"
25/03/2020 07:15,"7115.7158","728","7843.7158","0","728"
25/03/2020 07:30,"11163.6885","889.6667","12053.3555","0","889.6667"
25/03/2020 07:45,"12393.2383","1171","13564.2383","0","1171"
25/03/2020 08:00,"4810.9863","1332","6142.9863","0","1332"
25/03/2020 08:15,"3209.3132","1641.6666","4850.98","0","1641.6666"
25/03/2020 08:30,"972.4642","1658.6666","2631.1309","0","1658.6666"
25/03/2020 08:45,"1462.6584","2683","4145.6582","0","2683"
25/03/2020 09:00,"1268.4268","3933.8992","5202.3262","255.1008","4189"
25/03/2020 09:15,"747.5271","2935.9194","3683.4465","289.4138","3225.3333"
25/03/2020 09:30,"0","3072.5737","3072.5737","1042.7599","4115.3335"
25/03/2020 09:45,"553.4073","2747.8926","3301.2998","274.8575","3022.75"
25/03/2020 10:00,"653.3249","2590","3243.325","0","2590"
25/03/2020 10:15,"533.6014","2165.3333","2698.9346","0","2165.3333"
25/03/2020 10:30,"1444.5481","2444.3333","3888.8813","0","2444.3333"
25/03/2020 10:45,"1919.168","2129","4048.168","0","2129"
25/03/2020 11:00,"1325.0129","1756","3081.0129","0","1756"
25/03/2020 11:15,"3954.9763","1704","5658.9766","0","1704"
25/03/2020 11:30,"4426.2129","1832.3334","6258.5464","0","1832.3334"
25/03/2020 11:45,"5397.6802","1035","6432.6802","0","1035"
25/03/2020 12:00,"3800.0569","1012.6667","4812.7236","0","1012.6667"
25/03/2020 12:15,"6898.915","1120.6666","8019.5815","0","1120.6666"
25/03/2020 12:30,"7476.4937","1337.6666","8814.1602","0","1337.6666"
25/03/2020 12:45,"6131.5864","1610.3334","7741.9199","0","1610.3334"
25/03/2020 13:00,"2488.728","950.3333","3439.0613","0","950.3333"
25/03/2020 13:15,"2610.8237","1048.6666","3659.4902","0","1048.6666"
25/03/2020 13:30,"2860.8674","643.6667","3504.5342","0","643.6667"
25/03/2020 13:45,"3123.9155","565.3333","3689.2488","0","565.3333"
25/03/2020 14:00,"2526.7297","661","3187.7297","0","661"
25/03/2020 14:15,"2312.9529","429.6667","2742.6196","0","429.6667"
25/03/2020 14:30,"2935.3682","340.3333","3275.7014","0","340.3333"
25/03/2020 14:45,"3276.6848","679.3333","3956.0181","0","679.3333"
25/03/2020 15:00,"5177.0122","712.3333","5889.3457","0","712.3333"
25/03/2020 15:15,"5414.2095","849.6667","6263.876","0","849.6667"
25/03/2020 15:30,"4863.3779","567.3333","5430.7114","0","567.3333"
25/03/2020 15:45,"5349.7642","414","5763.7642","0","414"
25/03/2020 16:00,"7951.9082","251.3333","8203.2412","0","251.3333"
25/03/2020 16:15,"4915.8447","260.3333","5176.1782","0","260.3333"
25/03/2020 16:30,"4467.7231","176","4643.7231","0","176"
25/03/2020 16:45,"4542.4482","87.6667","4630.1147","0","87.6667"
25/03/2020 17:00,"2969.1636","4.6667","2973.8303","0","4.6667"
25/03/2020 17:15,"2664.9109","2.6667","2667.5776","0","2.6667"
25/03/2020 17:30,"3112.417","0","3112.417","0","0"
25/03/2020 17:45,"3170.1257","0","3170.1257","0","0"
25/03/2020 18:00,"2934.8628","0","2934.8628","0","0"
25/03/2020 18:15,"2735.595","0","2735.595","0","0"
25/03/2020 18:30,"2736.2183","0","2736.2183","0","0"
25/03/2020 18:45,"2492.6357","0","2492.6357","0","0"
25/03/2020 19:00,"3126.8596","0","3126.8596","0","0"
25/03/2020 19:15,"3606.0283","0","3606.0283","0","0"
25/03/2020 19:30,"5495.7456","0","5495.7456","0","0"
25/03/2020 19:45,"5213.876","0","5213.876","0","0"
25/03/2020 20:00,"5494.3037","0","5494.3037","0","0"
25/03/2020 20:15,"2198.5354","0","2198.5354","0","0"
25/03/2020 20:30,"2395.7644","0","2395.7644","0","0"
25/03/2020 20:45,"1923.6189","0","1923.6189","0","0"
25/03/2020 21:00,"2343.3479","0","2343.3479","0","0"
25/03/2020 21:15,"2508.8896","0","2508.8896","0","0"
25/03/2020 21:30,"3015.574","0","3015.574","0","0"
25/03/2020 21:45,"3854.9939","0","3854.9939","0","0"
25/03/2020 22:00,"6491.9751","0","6491.9751","0","0"
25/03/2020 22:15,"7256.0566","0","7256.0566","0","0"
25/03/2020 22:30,"2279.1594","0","2279.1594","0","0"
25/03/2020 22:45,"4125.3037","0","4125.3037","0","0"
25/03/2020 23:00,"5427.8149","0","5427.8149","0","0"
25/03/2020 23:15,"5087.3979","0","5087.3979","0","0"
25/03/2020 23:30,"4547.4883","0","4547.4883","0","0"
25/03/2020 23:45,"4713.104","0","4713.104","0","0"
26/03/2020 00:00,"4529.6201","0","4529.6201","0","0"
26/03/2020 00:15,"9551.8838","0","9551.8838","0","0"
26/03/2020 00:30,"9153.8057","0","9153.8057","0","0"
26/03/2020 00:45,"3659.4136","0","3659.4136","0","0"
26/03/2020 01:00,"2348.0483","0","2348.0483","0","0"
26/03/2020 01:15,"3785.0308","0","3785.0308","0","0"
26/03/2020 01:30,"4285.6519","0","4285.6519","0","0"
26/03/2020 01:45,"5878.8311","0","5878.8311","0","0"
26/03/2020 02:00,"6520.3965","0","6520.3965","0","0"
