Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
08/04/2020 00:00,"3315.9404","0","3315.9404","0","0"
08/04/2020 00:15,"3801.1123","0","3801.1123","0","0"
08/04/2020 00:30,"4187.8911","0","4187.8911","0","0"
08/04/2020 00:45,"2810.3188","0","2810.3188","0","0"
08/04/2020 01:00,"923.8533","0","923.8533","0","0"
08/04/2020 01:15,"1618.8553","0","1618.8553","0","0"
08/04/2020 01:30,"900.9842","0","900.9842","0","0"
08/04/2020 01:45,"1114.5789","0","1114.5789","0","0"
08/04/2020 02:00,"1536.9291","0","1536.9291","0","0"
08/04/2020 02:15,"1153.2782","0","1153.2782","0","0"
08/04/2020 02:30,"2208.0591","0","2208.0591","0","0"
08/04/2020 02:45,"1271.8525","0","1271.8525","0","0"
08/04/2020 03:00,"1520.4304","0","1520.4304","0","0"
08/04/2020 03:15,"760.1385","0","760.1385","0","0"
08/04/2020 03:30,"1926.3704","0","1926.3704","0","0"
08/04/2020 03:45,"6425.7861","0","6425.7861","0","0"
08/04/2020 04:00,"8364.0654","0","8364.0654","0","0"
08/04/2020 04:15,"5668.5098","0","5668.5098","0","0"
08/04/2020 04:30,"673.076","0","673.076","0","0"
08/04/2020 04:45,"2305.3699","0","2305.3699","0","0"
08/04/2020 05:00,"1238.6553","0","1238.6553","0","0"
08/04/2020 05:15,"1474.0608","0","1474.0608","0","0"
08/04/2020 05:30,"2586.1843","0","2586.1843","0","0"
08/04/2020 05:45,"1828.2634","0","1828.2634","0","0"
08/04/2020 06:00,"1945.3118","0","1945.3118","0","0"
08/04/2020 06:15,"2374.0188","0","2374.0188","0","0"
08/04/2020 06:30,"1535.9751","22.6667","1558.6417","0","22.6667"
08/04/2020 06:45,"2488.8264","115.3333","2604.1597","0","115.3333"
08/04/2020 07:00,"4496.1143","371.3333","4867.4478","0","371.3333"
08/04/2020 07:15,"8157.0947","693.6667","8850.7617","0","693.6667"
08/04/2020 07:30,"7355.7358","1087.3334","8443.0693","0","1087.3334"
08/04/2020 07:45,"4932.6763","1151.7659","6084.4424","376.2341","1528"
08/04/2020 08:00,"0","1164.8336","1164.8336","836.833","2001.6666"
08/04/2020 08:15,"198.1243","1808.7703","2006.8945","638.8965","2447.6667"
08/04/2020 08:30,"38.0046","1839.4222","1877.4268","1061.5778","2901"
08/04/2020 08:45,"0","2459.2307","2459.2307","875.1025","3334.3333"
08/04/2020 09:00,"0","2848.3958","2848.3958","920.2709","3768.6667"
08/04/2020 09:15,"0","3516.8323","3516.8323","647.5012","4164.3335"
08/04/2020 09:30,"0","3779.1875","3779.1875","743.4789","4522.6665"
08/04/2020 09:45,"0","1217.552","1217.552","3601.1145","4818.6665"
08/04/2020 10:00,"0","755.3472","755.3472","4355.6528","5111"
08/04/2020 10:15,"0","2462.6584","2462.6584","2951.3416","5414"
08/04/2020 10:30,"0","4351.9844","4351.9844","1321.682","5673.6665"
08/04/2020 10:45,"0","4364.7144","4364.7144","1532.6193","5897.3335"
08/04/2020 11:00,"0","4263.6289","4263.6289","1819.3713","6083"
08/04/2020 11:15,"0","931.8721","931.8721","5378.6279","6310.5"
08/04/2020 11:30,"0","2152.4644","2152.4644","4388.8691","6541.3335"
08/04/2020 11:45,"0","1612.394","1612.394","5282.2725","6894.6665"
08/04/2020 12:00,"0","2086.0742","2086.0742","4881.5923","6967.6665"
08/04/2020 12:15,"0","1207.5071","1207.5071","3983.8264","5191.3335"
08/04/2020 12:30,"0","773.5308","773.5308","6119.1357","6892.6665"
08/04/2020 12:45,"0","955.8906","955.8906","5913.4429","6869.3335"
08/04/2020 13:00,"0","1491.3706","1491.3706","5181.2959","6672.6665"
08/04/2020 13:15,"0","1059.7998","1059.7998","5534.8667","6594.6665"
08/04/2020 13:30,"0","776.8926","776.8926","5765.7739","6542.6665"
08/04/2020 13:45,"0","956.855","956.855","5495.145","6452"
08/04/2020 14:00,"0","669.1904","669.1904","5679.1431","6348.3335"
08/04/2020 14:15,"0","665.2529","665.2529","5515.0806","6180.3335"
08/04/2020 14:30,"0","1087.6538","1087.6538","4924.3462","6012"
08/04/2020 14:45,"0","930.7539","930.7539","4816.5796","5747.3335"
08/04/2020 15:00,"0","639.542","639.542","4877.7915","5517.3335"
08/04/2020 15:15,"0","796.6548","796.6548","4359.3452","5156"
08/04/2020 15:30,"0","782.3223","782.3223","4037.3442","4819.6665"
08/04/2020 15:45,"0","590.7803","590.7803","3646.8862","4237.6665"
08/04/2020 16:00,"0","640.0125","640.0125","3215.6543","3855.6667"
08/04/2020 16:15,"0","1094.6272","1094.6272","2319.0396","3413.6667"
08/04/2020 16:30,"0","992.2269","992.2269","2026.4398","3018.6667"
08/04/2020 16:45,"0","571.9012","571.9012","1987.432","2559.3333"
08/04/2020 17:00,"0","768.5635","768.5635","1252.7699","2021.3334"
08/04/2020 17:15,"0","797.3616","797.3616","709.9718","1507.3334"
08/04/2020 17:30,"0","771.5403","771.5403","336.4597","1108"
08/04/2020 17:45,"644.5884","734.6667","1379.2551","0","734.6667"
08/04/2020 18:00,"753.0895","355","1108.0896","0","355"
08/04/2020 18:15,"224.6631","213","437.6631","0","213"
08/04/2020 18:30,"370.7294","146.6667","517.3961","0","146.6667"
08/04/2020 18:45,"655.2702","91.3333","746.6035","0","91.3333"
08/04/2020 19:00,"799.7994","17","816.7994","0","17"
