Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
04/03/2020 00:00,"5295.188","0","5295.188","0","0"
04/03/2020 00:15,"10748.833","0","10748.833","0","0"
04/03/2020 00:30,"10316.167","0","10316.167","0","0"
04/03/2020 00:45,"5170.5078","0","5170.5078","0","0"
04/03/2020 01:00,"3202.915","0","3202.915","0","0"
04/03/2020 01:15,"3788.6421","0","3788.6421","0","0"
04/03/2020 01:30,"2395.2029","0","2395.2029","0","0"
04/03/2020 01:45,"1879.1631","0","1879.1631","0","0"
04/03/2020 02:00,"2727.1025","0","2727.1025","0","0"
04/03/2020 02:15,"2660.5142","0","2660.5142","0","0"
04/03/2020 02:30,"2724.8782","0","2724.8782","0","0"
04/03/2020 02:45,"2546.5051","0","2546.5051","0","0"
04/03/2020 03:00,"2913.5288","0","2913.5288","0","0"
04/03/2020 03:15,"2488.6846","0","2488.6846","0","0"
04/03/2020 03:30,"2610.252","0","2610.252","0","0"
04/03/2020 03:45,"2780.6108","0","2780.6108","0","0"
04/03/2020 04:00,"2483.032","0","2483.032","0","0"
04/03/2020 04:15,"2285.533","0","2285.533","0","0"
04/03/2020 04:30,"2301.2393","0","2301.2393","0","0"
04/03/2020 04:45,"2407.553","0","2407.553","0","0"
04/03/2020 05:00,"2252.9348","0","2252.9348","0","0"
04/03/2020 05:15,"2114.6624","0","2114.6624","0","0"
04/03/2020 05:30,"2919.8506","0","2919.8506","0","0"
04/03/2020 05:45,"2785.1238","0","2785.1238","0","0"
04/03/2020 06:00,"1888.0747","0","1888.0747","0","0"
04/03/2020 06:15,"2490.9045","0","2490.9045","0","0"
04/03/2020 06:30,"1318.783","64.6667","1383.4496","0","64.6667"
04/03/2020 06:45,"1470.8453","271.6667","1742.512","0","271.6667"
04/03/2020 07:00,"4292.5078","615","4907.5078","0","615"
04/03/2020 07:15,"8662.667","979.3333","9642","0","979.3333"
04/03/2020 07:30,"10736.3174","1283.3334","12019.6504","0","1283.3334"
04/03/2020 07:45,"11194.667","1732.6666","12927.334","0","1732.6666"
04/03/2020 08:00,"776.6807","920.9412","1697.6218","1100.7255","2021.6666"
04/03/2020 08:15,"300.9534","2014.757","2315.7104","4.9097","2019.6666"
04/03/2020 08:30,"54.3093","2468.4077","2522.717","157.9254","2626.3333"
04/03/2020 08:45,"0","2854.3452","2854.3452","929.3217","3783.6667"
04/03/2020 09:00,"0","2785.3398","2785.3398","1600.3267","4385.6665"
04/03/2020 09:15,"0","2296.0767","2296.0767","1483.59","3779.6667"
04/03/2020 09:30,"0","2076.1714","2076.1714","2496.4951","4572.6665"
04/03/2020 09:45,"0","1764.2783","1764.2783","3385.0552","5149.3335"
04/03/2020 10:00,"0","1454.6733","1454.6733","4516.6602","5971.3335"
04/03/2020 10:15,"0","610.4526","610.4526","4017.2139","4627.6665"
04/03/2020 10:30,"0","794.2422","794.2422","4141.4243","4935.6665"
04/03/2020 10:45,"0","963.3721","963.3721","4816.2944","5779.6665"
04/03/2020 11:00,"90.5612","1856.8838","1947.4449","2912.4497","4769.3335"
04/03/2020 11:15,"0","1368.8848","1368.8848","4536.7817","5905.6665"
04/03/2020 11:30,"0","1683.7188","1683.7188","2115.6145","3799.3333"
04/03/2020 11:45,"62.0302","1888.8939","1950.9242","1171.7728","3060.6667"
04/03/2020 12:00,"0","890.1777","890.1777","4185.4888","5075.6665"
04/03/2020 12:15,"0","1081.5498","1081.5498","4467.4502","5549"
04/03/2020 12:30,"0","1190.2087","1190.2087","2270.458","3460.6667"
04/03/2020 12:45,"0","567.3677","567.3677","1644.6323","2212"
04/03/2020 13:00,"0","917.2964","917.2964","4344.0371","5261.3335"
04/03/2020 13:15,"0","989.7637","989.7637","5102.5698","6092.3335"
04/03/2020 13:30,"0","572.4692","572.4692","5540.8643","6113.3335"
04/03/2020 13:45,"0","623.5186","623.5186","4447.8149","5071.3335"
04/03/2020 14:00,"0","919.1292","919.1292","3766.2043","4685.3335"
04/03/2020 14:15,"0","751.9224","751.9224","4608.4111","5360.3335"
04/03/2020 14:30,"0","735.1143","735.1143","3577.5522","4312.6665"
04/03/2020 14:45,"0","1197.4182","1197.4182","2451.5818","3649"
04/03/2020 15:00,"0","1161.8872","1161.8872","1753.446","2915.3333"
04/03/2020 15:15,"0","1357.4326","1357.4326","1270.5674","2628"
04/03/2020 15:30,"122.7873","1076.1549","1198.9421","593.8451","1670"
04/03/2020 15:45,"0","1192.6808","1192.6808","635.3192","1828"
04/03/2020 16:00,"255.5278","680.6144","936.1422","318.0523","998.6667"
04/03/2020 16:15,"132.4242","561","693.4243","0","561"
04/03/2020 16:30,"471.1441","538.6667","1009.8108","0","538.6667"
04/03/2020 16:45,"707.6188","277","984.6188","0","277"
04/03/2020 17:00,"502.0221","195","697.0221","0","195"
04/03/2020 17:15,"555.3557","92.3333","647.689","0","92.3333"
04/03/2020 17:30,"1012.9365","10.75","1023.6865","0","10.75"
04/03/2020 17:45,"1777.8711","0","1777.8711","0","0"
04/03/2020 18:00,"1872.7283","0","1872.7283","0","0"
04/03/2020 18:15,"2118.0369","0","2118.0369","0","0"
04/03/2020 18:30,"1925.1422","0","1925.1422","0","0"
04/03/2020 18:45,"1864.9493","0","1864.9493","0","0"
04/03/2020 19:00,"2529.7578","0","2529.7578","0","0"
04/03/2020 19:15,"1867.2029","0","1867.2029","0","0"
04/03/2020 19:30,"1787.0173","0","1787.0173","0","0"
04/03/2020 19:45,"1693.1273","0","1693.1273","0","0"
04/03/2020 20:00,"1969.0308","0","1969.0308","0","0"
04/03/2020 20:15,"1963.7457","0","1963.7457","0","0"
04/03/2020 20:30,"1712.1501","0","1712.1501","0","0"
04/03/2020 20:45,"1728.2141","0","1728.2141","0","0"
04/03/2020 21:00,"2561.1204","0","2561.1204","0","0"
04/03/2020 21:15,"1848.5306","0","1848.5306","0","0"
04/03/2020 21:30,"1964.818","0","1964.818","0","0"
04/03/2020 21:45,"1873.2723","0","1873.2723","0","0"
04/03/2020 22:00,"1651.0293","0","1651.0293","0","0"
04/03/2020 22:15,"1031.9772","0","1031.9772","0","0"
04/03/2020 22:30,"703.009","0","703.009","0","0"
04/03/2020 22:45,"705.7861","0","705.7861","0","0"
04/03/2020 23:00,"2092.1846","0","2092.1846","0","0"
04/03/2020 23:15,"990.3355","0","990.3355","0","0"
04/03/2020 23:30,"1493.6575","0","1493.6575","0","0"
04/03/2020 23:45,"2369.1912","0","2369.1912","0","0"
05/03/2020 00:00,"6675.4434","0","6675.4434","0","0"
05/03/2020 00:15,"12485.9473","0","12485.9473","0","0"
05/03/2020 00:30,"13109.6445","0","13109.6445","0","0"
05/03/2020 00:45,"9173.9648","0","9173.9648","0","0"
05/03/2020 01:00,"1603.6418","0","1603.6418","0","0"
05/03/2020 01:15,"2979.7053","0","2979.7053","0","0"
05/03/2020 01:30,"2706.8611","0","2706.8611","0","0"
05/03/2020 01:45,"2448.6663","0","2448.6663","0","0"
05/03/2020 02:00,"2434.48","0","2434.48","0","0"
05/03/2020 02:15,"2355.4563","0","2355.4563","0","0"
05/03/2020 02:30,"2191.4158","0","2191.4158","0","0"
05/03/2020 02:45,"2145.9297","0","2145.9297","0","0"
05/03/2020 03:00,"2218.0938","0","2218.0938","0","0"
05/03/2020 03:15,"833.7819","0","833.7819","0","0"
05/03/2020 03:30,"3050.4998","0","3050.4998","0","0"
05/03/2020 03:45,"1391.1752","0","1391.1752","0","0"
05/03/2020 04:00,"1052.6581","0","1052.6581","0","0"
05/03/2020 04:15,"2353.9883","0","2353.9883","0","0"
05/03/2020 04:30,"873.6704","0","873.6704","0","0"
05/03/2020 04:45,"2181.6648","0","2181.6648","0","0"
05/03/2020 05:00,"2765.9697","0","2765.9697","0","0"
05/03/2020 05:15,"3045.6646","0","3045.6646","0","0"
05/03/2020 05:30,"2644.0698","0","2644.0698","0","0"
05/03/2020 05:45,"2700.9507","0","2700.9507","0","0"
05/03/2020 06:00,"2424.2129","0","2424.2129","0","0"
05/03/2020 06:15,"2859.7563","0","2859.7563","0","0"
05/03/2020 06:30,"2501.2588","41.3333","2542.592","0","41.3333"
05/03/2020 06:45,"2086.1067","290.6667","2376.7734","0","290.6667"
05/03/2020 07:00,"2757.0652","598.3333","3355.3984","0","598.3333"
05/03/2020 07:15,"1390.4824","1172.6666","2563.1489","0","1172.6666"
05/03/2020 07:30,"4036.0679","1683.3334","5719.4014","0","1683.3334"
05/03/2020 07:45,"7021.8501","2328","9349.8496","0","2328"
05/03/2020 08:00,"2972.7686","2846.3333","5819.1016","0","2846.3333"
05/03/2020 08:15,"277.5064","3102.4253","3379.9316","509.2415","3611.6667"
05/03/2020 08:30,"177.08","3504.856","3681.936","294.8109","3799.6667"
05/03/2020 08:45,"56.7877","3776.9973","3833.7852","352.6692","4129.6665"
05/03/2020 09:00,"0","2937.2803","2937.2803","835.0529","3772.3333"
05/03/2020 09:15,"0","2571.6279","2571.6279","1921.3719","4493"
05/03/2020 09:30,"0","2450.9634","2450.9634","1963.3702","4414.3335"
05/03/2020 09:45,"0","2657.7607","2657.7607","1707.5728","4365.3335"
05/03/2020 10:00,"0","2785.0227","2785.0227","1439.9773","4225"
05/03/2020 10:15,"113.4536","3615.8516","3729.3052","1046.8148","4662.6665"
05/03/2020 10:30,"0","3802.8535","3802.8535","2219.813","6022.6665"
05/03/2020 10:45,"0","2351.2817","2351.2817","703.0515","3054.3333"
05/03/2020 11:00,"0","1155.0725","1155.0725","1592.5942","2747.6667"
05/03/2020 11:15,"0","1789.5435","1789.5435","2594.123","4383.6665"
05/03/2020 11:30,"82.9691","1327.5409","1410.51","1755.1259","3082.6667"
05/03/2020 11:45,"0","2835.9551","2835.9551","2841.0449","5677"
05/03/2020 12:00,"0","1942.3062","1942.3062","4366.0273","6308.3335"
05/03/2020 12:15,"0","2167.5576","2167.5576","4162.7759","6330.3335"
05/03/2020 12:30,"0","829.4824","829.4824","2484.5176","3314"
05/03/2020 12:45,"0","810.1266","810.1266","652.2068","1462.3334"
05/03/2020 13:00,"0","1556.4619","1556.4619","3393.2046","4949.6665"
05/03/2020 13:15,"0","846.3955","846.3955","5307.938","6154.3335"
05/03/2020 13:30,"0","777.1475","777.1475","4940.519","5717.6665"
05/03/2020 13:45,"39.2305","809.3691","848.5997","3157.2976","3966.6667"
05/03/2020 14:00,"195.8297","961.7036","1157.5333","2689.9631","3651.6667"
05/03/2020 14:15,"0","692.2366","692.2366","3875.7634","4568"
05/03/2020 14:30,"0","593.1565","593.1565","3611.51","4204.6665"
05/03/2020 14:45,"0","1075.2607","1075.2607","2623.406","3698.6667"
05/03/2020 15:00,"0","1424.6786","1424.6786","1802.6547","3227.3333"
05/03/2020 15:15,"0","947.734","947.734","1788.9327","2736.6667"
05/03/2020 15:30,"0","1462.595","1462.595","887.7382","2350.3333"
05/03/2020 15:45,"0","1195.5374","1195.5374","730.4626","1926"
05/03/2020 16:00,"758.8928","1166.806","1925.6987","281.194","1448"
05/03/2020 16:15,"676.8701","1010.3333","1687.2034","0","1010.3333"
05/03/2020 16:30,"964.2584","560.6667","1524.925","0","560.6667"
05/03/2020 16:45,"1067.6355","262.3333","1329.9689","0","262.3333"
05/03/2020 17:00,"1050.9993","161.6667","1212.6659","0","161.6667"
05/03/2020 17:15,"998.6842","79.6667","1078.3508","0","79.6667"
05/03/2020 17:30,"1351.0186","13.3333","1364.3519","0","13.3333"
05/03/2020 17:45,"2758.6633","2","2760.6633","0","2"
05/03/2020 18:00,"2446.3271","0","2446.3271","0","0"
05/03/2020 18:15,"2206.2839","0","2206.2839","0","0"
05/03/2020 18:30,"1650.1655","0","1650.1655","0","0"
05/03/2020 18:45,"746.0373","0","746.0373","0","0"
05/03/2020 19:00,"1446.6812","0","1446.6812","0","0"
05/03/2020 19:15,"1001.5495","0","1001.5495","0","0"
05/03/2020 19:30,"1392.6566","0","1392.6566","0","0"
05/03/2020 19:45,"1616.0321","0","1616.0321","0","0"
05/03/2020 20:00,"1152.9742","0","1152.9742","0","0"
05/03/2020 20:15,"2058.1985","0","2058.1985","0","0"
05/03/2020 20:30,"2394.4827","0","2394.4827","0","0"
05/03/2020 20:45,"1786.8456","0","1786.8456","0","0"
05/03/2020 21:00,"2081.7874","0","2081.7874","0","0"
05/03/2020 21:15,"1691.9579","0","1691.9579","0","0"
05/03/2020 21:30,"1122.5226","0","1122.5226","0","0"
05/03/2020 21:45,"1327.6879","0","1327.6879","0","0"
05/03/2020 22:00,"970.5547","0","970.5547","0","0"
05/03/2020 22:15,"1395.5227","0","1395.5227","0","0"
05/03/2020 22:30,"1025.1147","0","1025.1147","0","0"
05/03/2020 22:45,"1821.5258","0","1821.5258","0","0"
05/03/2020 23:00,"2965.8596","0","2965.8596","0","0"
05/03/2020 23:15,"3505.479","0","3505.479","0","0"
05/03/2020 23:30,"2466.5977","0","2466.5977","0","0"
