Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
24/06/2020 00:00,"1246.512","0","1246.512","0","0"
24/06/2020 00:15,"1148.9908","0","1148.9908","0","0"
24/06/2020 00:30,"648.7225","0","648.7225","0","0"
24/06/2020 00:45,"1359.7571","0","1359.7571","0","0"
24/06/2020 01:00,"2217.0825","0","2217.0825","0","0"
24/06/2020 01:15,"1466.2124","0","1466.2124","0","0"
24/06/2020 01:30,"713.5745","0","713.5745","0","0"
24/06/2020 01:45,"1448.954","0","1448.954","0","0"
24/06/2020 02:00,"1469.7915","0","1469.7915","0","0"
24/06/2020 02:15,"1890.902","0","1890.902","0","0"
24/06/2020 02:30,"1093.9098","0","1093.9098","0","0"
24/06/2020 02:45,"831.9937","0","831.9937","0","0"
24/06/2020 03:00,"980.8867","0","980.8867","0","0"
24/06/2020 03:15,"1530.5999","0","1530.5999","0","0"
24/06/2020 03:30,"1179.0084","0","1179.0084","0","0"
24/06/2020 03:45,"789.257","0","789.257","0","0"
24/06/2020 04:00,"1111.7709","0","1111.7709","0","0"
24/06/2020 04:15,"1089.8973","0","1089.8973","0","0"
24/06/2020 04:30,"1175.6523","0","1175.6523","0","0"
24/06/2020 04:45,"953.9236","0","953.9236","0","0"
24/06/2020 05:00,"908.6466","0","908.6466","0","0"
24/06/2020 05:15,"1240.7185","0","1240.7185","0","0"
24/06/2020 05:30,"636.7697","13","649.7697","0","13"
24/06/2020 05:45,"1545.5431","66.3333","1611.8765","0","66.3333"
24/06/2020 06:00,"1125.8202","134","1259.8202","0","134"
24/06/2020 06:15,"833.0015","314","1147.0015","0","314"
24/06/2020 06:30,"462.6809","580.3333","1043.0143","0","580.3333"
24/06/2020 06:45,"526.3576","749.557","1275.9146","110.1097","859.6667"
24/06/2020 07:00,"15.6793","1000.4115","1016.0908","202.9219","1203.3334"
24/06/2020 07:15,"897.1152","1329.0961","2226.2112","249.5705","1578.6666"
24/06/2020 07:30,"0","783.9166","783.9166","1181.4167","1965.3334"
24/06/2020 07:45,"116.9265","1575.6885","1692.615","800.3116","2376"
24/06/2020 08:00,"0","2285.6606","2285.6606","459.3395","2745"
24/06/2020 08:15,"1169.8765","3113.3333","4283.21","0","3113.3333"
24/06/2020 08:30,"0","2019.1525","2019.1525","1484.1808","3503.3333"
24/06/2020 08:45,"416.5082","3300.7979","3717.3062","569.869","3870.6667"
24/06/2020 09:00,"0","3492.9353","3492.9353","691.7311","4184.6665"
24/06/2020 09:15,"0","2671.1763","2671.1763","1826.8239","4498"
24/06/2020 09:30,"0","3261.7896","3261.7896","1496.2106","4758"
24/06/2020 09:45,"0","3346.1843","3346.1843","1716.8157","5063"
24/06/2020 10:00,"302.0564","4941.7544","5243.8105","343.579","5285.3335"
24/06/2020 10:15,"0","2433.7637","2433.7637","3074.2363","5508"
24/06/2020 10:30,"0","780.2144","780.2144","4905.7856","5686"
24/06/2020 10:45,"0","1858.4775","1858.4775","4007.5225","5866"
24/06/2020 11:00,"0","2230.6072","2230.6072","3763.3928","5994"
24/06/2020 11:15,"0","1626.4126","1626.4126","4547.5874","6174"
24/06/2020 11:30,"0","2622.7783","2622.7783","3674.2217","6297"
24/06/2020 11:45,"0","642.3916","642.3916","5768.2749","6410.6665"
24/06/2020 12:00,"0","1574.1562","1574.1562","4925.3438","6499.5"
24/06/2020 12:15,"0","2723.0017","2723.0017","3812.3318","6535.3335"
24/06/2020 12:30,"0","825.8315","825.8315","5716.502","6542.3335"
24/06/2020 12:45,"0","1910.1865","1910.1865","4669.8135","6580"
24/06/2020 13:00,"0","2587.7791","2587.7791","3966.5544","6554.3335"
24/06/2020 13:15,"0","2109.8096","2109.8096","4406.8569","6516.6665"
24/06/2020 13:30,"0","2301.2642","2301.2642","4168.0693","6469.3335"
24/06/2020 13:45,"0","3433.478","3433.478","2944.522","6378"
