Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
18/11/2020 00:00,"7426.0293","0","7426.0293","0","0"
18/11/2020 00:15,"10765.7803","0","10765.7803","0","0"
18/11/2020 00:30,"11324.5645","0","11324.5645","0","0"
18/11/2020 00:45,"4830.2432","0","4830.2432","0","0"
18/11/2020 01:00,"766.3175","0","766.3175","0","0"
18/11/2020 01:15,"1799.2249","0","1799.2249","0","0"
18/11/2020 01:30,"965.3368","0","965.3368","0","0"
18/11/2020 01:45,"561.0515","0","561.0515","0","0"
18/11/2020 02:00,"673.7603","0","673.7603","0","0"
18/11/2020 02:15,"550.4213","0","550.4213","0","0"
18/11/2020 02:30,"687.7969","0","687.7969","0","0"
18/11/2020 02:45,"1165.5968","0","1165.5968","0","0"
18/11/2020 03:00,"956.9947","0","956.9947","0","0"
18/11/2020 03:15,"611.6357","0","611.6357","0","0"
18/11/2020 03:30,"671.9312","0","671.9312","0","0"
18/11/2020 03:45,"726.4152","0","726.4152","0","0"
18/11/2020 04:00,"1606.6949","0","1606.6949","0","0"
18/11/2020 04:15,"622.0383","0","622.0383","0","0"
18/11/2020 04:30,"579.0106","0","579.0106","0","0"
18/11/2020 04:45,"1345.9791","0","1345.9791","0","0"
18/11/2020 05:00,"1446.4231","0","1446.4231","0","0"
18/11/2020 05:15,"1004.9094","0","1004.9094","0","0"
18/11/2020 05:30,"698.4291","0","698.4291","0","0"
18/11/2020 05:45,"1496.9629","0","1496.9629","0","0"
18/11/2020 06:00,"800.186","0","800.186","0","0"
18/11/2020 06:15,"750.5859","0","750.5859","0","0"
18/11/2020 06:30,"1783.5699","0","1783.5699","0","0"
18/11/2020 06:45,"1528.8135","6.3333","1535.1469","0","6.3333"
18/11/2020 07:00,"3841.3655","82.6667","3924.0322","0","82.6667"
18/11/2020 07:15,"3779.873","352","4131.873","0","352"
18/11/2020 07:30,"7227.7227","634.6667","7862.3892","0","634.6667"
18/11/2020 07:45,"9077.8809","941.6667","10019.5479","0","941.6667"
18/11/2020 08:00,"955.5098","1053.5667","2009.0764","241.4334","1295"
18/11/2020 08:15,"498.425","1393.6455","1892.0706","257.3544","1651"
18/11/2020 08:30,"170.7434","1620.0227","1790.7661","369.9773","1990"
18/11/2020 08:45,"0","1206.4714","1206.4714","1153.8618","2360.3333"
18/11/2020 09:00,"0","2087.6724","2087.6724","609.9945","2697.6667"
18/11/2020 09:15,"10.7139","2594.2222","2604.936","500.4446","3094.6667"
18/11/2020 09:30,"59.2973","2159.4766","2218.7739","1261.8566","3421.3333"
18/11/2020 09:45,"134.9483","2711.3682","2846.3164","498.2985","3209.6667"
18/11/2020 10:00,"1207.9691","2197.7947","3405.7637","458.2054","2656"
18/11/2020 10:15,"375.8167","1481.7491","1857.5658","1826.5841","3308.3333"
