Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
22/04/2020 00:00,"5690.2832","0","5690.2832","0","0"
22/04/2020 00:15,"10221.7969","0","10221.7969","0","0"
22/04/2020 00:30,"10736.7891","0","10736.7891","0","0"
22/04/2020 00:45,"8467.3359","0","8467.3359","0","0"
22/04/2020 01:00,"748.1204","0","748.1204","0","0"
22/04/2020 01:15,"1006.9877","0","1006.9877","0","0"
22/04/2020 01:30,"1101.4735","0","1101.4735","0","0"
22/04/2020 01:45,"1310.7366","0","1310.7366","0","0"
22/04/2020 02:00,"617.8171","0","617.8171","0","0"
22/04/2020 02:15,"1079.7172","0","1079.7172","0","0"
22/04/2020 02:30,"895.8519","0","895.8519","0","0"
22/04/2020 02:45,"716.7844","0","716.7844","0","0"
22/04/2020 03:00,"1390.1882","0","1390.1882","0","0"
22/04/2020 03:15,"974.4937","0","974.4937","0","0"
22/04/2020 03:30,"709.9578","0","709.9578","0","0"
22/04/2020 03:45,"628.5142","0","628.5142","0","0"
22/04/2020 04:00,"1418.3639","0","1418.3639","0","0"
22/04/2020 04:15,"800.265","0","800.265","0","0"
22/04/2020 04:30,"630.8316","0","630.8316","0","0"
22/04/2020 04:45,"1150.908","0","1150.908","0","0"
22/04/2020 05:00,"877.5587","0","877.5587","0","0"
22/04/2020 05:15,"645.5997","0","645.5997","0","0"
22/04/2020 05:30,"694.5149","0","694.5149","0","0"
22/04/2020 05:45,"637.6826","0","637.6826","0","0"
22/04/2020 06:00,"688.115","0","688.115","0","0"
22/04/2020 06:15,"710.7586","0","710.7586","0","0"
22/04/2020 06:30,"1122.1108","0","1122.1108","0","0"
22/04/2020 06:45,"692.1718","0","692.1718","0","0"
22/04/2020 07:00,"1905.8875","0","1905.8875","0","0"
22/04/2020 07:15,"1041.115","50.3333","1091.4484","0","50.3333"
22/04/2020 07:30,"2209.365","128.3333","2337.6982","0","128.3333"
22/04/2020 07:45,"3716.1953","324.6667","4040.8621","0","324.6667"
22/04/2020 08:00,"5415.4248","377.3333","5792.7583","0","377.3333"
22/04/2020 08:15,"5896.4976","395.6667","6292.1641","0","395.6667"
22/04/2020 08:30,"441.0138","409","850.0138","0","409"
22/04/2020 08:45,"625.5611","383","1008.5611","0","383"
22/04/2020 09:00,"113.7405","601.17","714.9105","40.1633","641.3333"
