Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
25/11/2020 00:00,"7042.9844","0","7042.9844","0","0"
25/11/2020 00:15,"12173.7881","0","12173.7881","0","0"
25/11/2020 00:30,"11795.4648","0","11795.4648","0","0"
25/11/2020 00:45,"5931.9512","0","5931.9512","0","0"
25/11/2020 01:00,"2327.6189","0","2327.6189","0","0"
25/11/2020 01:15,"1468.944","0","1468.944","0","0"
25/11/2020 01:30,"1335.0287","0","1335.0287","0","0"
25/11/2020 01:45,"694.9515","0","694.9515","0","0"
25/11/2020 02:00,"1818.3157","0","1818.3157","0","0"
25/11/2020 02:15,"1656.3789","0","1656.3789","0","0"
25/11/2020 02:30,"968.2066","0","968.2066","0","0"
25/11/2020 02:45,"1954.2964","0","1954.2964","0","0"
25/11/2020 03:00,"1269.1318","0","1269.1318","0","0"
25/11/2020 03:15,"2417.5159","0","2417.5159","0","0"
25/11/2020 03:30,"1187.0186","0","1187.0186","0","0"
25/11/2020 03:45,"1979.2864","0","1979.2864","0","0"
25/11/2020 04:00,"731.2366","0","731.2366","0","0"
25/11/2020 04:15,"1590.6653","0","1590.6653","0","0"
25/11/2020 04:30,"1720.3082","0","1720.3082","0","0"
25/11/2020 04:45,"619.4405","0","619.4405","0","0"
25/11/2020 05:00,"2529.0256","0","2529.0256","0","0"
25/11/2020 05:15,"2186.5042","0","2186.5042","0","0"
25/11/2020 05:30,"1920.3752","0","1920.3752","0","0"
25/11/2020 05:45,"1650.5479","0","1650.5479","0","0"
25/11/2020 06:00,"2427.1509","0","2427.1509","0","0"
25/11/2020 06:15,"1544.0161","0","1544.0161","0","0"
25/11/2020 06:30,"2655.9062","0","2655.9062","0","0"
25/11/2020 06:45,"1626.5233","0","1626.5233","0","0"
25/11/2020 07:00,"4029.4097","5.6667","4035.0764","0","5.6667"
25/11/2020 07:15,"9220.5635","99","9319.5635","0","99"
25/11/2020 07:30,"10557.1328","224.3333","10781.4658","0","224.3333"
25/11/2020 07:45,"12531.5469","552","13083.5469","0","552"
25/11/2020 08:00,"1209.6855","1029.0232","2238.7087","83.9768","1113"
25/11/2020 08:15,"884.4079","1171.9622","2056.3701","304.3712","1476.3334"
25/11/2020 08:30,"161.1221","1097.2607","1258.3828","108.4059","1205.6666"
25/11/2020 08:45,"160.4371","1380.2197","1540.6567","874.4471","2254.6667"
25/11/2020 09:00,"432.9853","1045.6666","1478.652","0","1045.6666"
25/11/2020 09:15,"134.7556","1069.105","1203.8606","582.2285","1651.3334"
25/11/2020 09:30,"1274.2527","1138.6666","2412.9194","0","1138.6666"
25/11/2020 09:45,"1552.8756","1085.3334","2638.209","0","1085.3334"
25/11/2020 10:00,"756.9482","1384.1875","2141.1357","224.1459","1608.3334"
25/11/2020 10:15,"969.1953","1632","2601.1953","0","1632"
25/11/2020 10:30,"109.7326","1993.4142","2103.1467","76.2526","2069.6667"
25/11/2020 10:45,"4590.5796","2576.8406","7167.4199","532.8262","3109.6667"
25/11/2020 11:00,"5773.4248","2130","7903.4248","0","2130"
25/11/2020 11:15,"1842.953","3723.5364","5566.4893","259.4637","3983"
25/11/2020 11:30,"379.4755","3280.8921","3660.3677","835.4415","4116.3335"
25/11/2020 11:45,"206.3163","1711.8324","1918.1487","68.1677","1780"
25/11/2020 12:00,"185.2563","1422.6093","1607.8656","401.0574","1823.6666"
25/11/2020 12:15,"0","2708.8638","2708.8638","1317.1362","4026"
25/11/2020 12:30,"164.47","2103.9189","2268.3889","1045.0809","3149"
25/11/2020 12:45,"541.907","2207.249","2749.156","987.4177","3194.6667"
25/11/2020 13:00,"0","2508.4097","2508.4097","1364.9236","3873.3333"
25/11/2020 13:15,"0","2136.8994","2136.8994","1441.434","3578.3333"
25/11/2020 13:30,"0","1559.8041","1559.8041","1696.1959","3256"
25/11/2020 13:45,"217.007","1561.7004","1778.7074","699.6328","2261.3333"
25/11/2020 14:00,"152.5155","1913.0625","2065.5779","627.9375","2541"
25/11/2020 14:15,"318.2573","1299.7013","1617.9586","281.2987","1581"
25/11/2020 14:30,"19.7351","1312.9598","1332.6949","391.0402","1704"
25/11/2020 14:45,"348.0209","1337.6666","1685.6875","0","1337.6666"
25/11/2020 15:00,"410.128","983.3333","1393.4613","0","983.3333"
25/11/2020 15:15,"1058.0625","679.6667","1737.7292","0","679.6667"
25/11/2020 15:30,"1036.2394","388","1424.2394","0","388"
25/11/2020 15:45,"1329.9434","163.6667","1493.61","0","163.6667"
25/11/2020 16:00,"1161.4462","57.6667","1219.1128","0","57.6667"
25/11/2020 16:15,"818.0082","6.6667","824.6749","0","6.6667"
25/11/2020 16:30,"2132.7441","0","2132.7441","0","0"
25/11/2020 16:45,"1720.416","0","1720.416","0","0"
25/11/2020 17:00,"1855.7137","0","1855.7137","0","0"
25/11/2020 17:15,"2440.3782","0","2440.3782","0","0"
25/11/2020 17:30,"1589.7065","0","1589.7065","0","0"
25/11/2020 17:45,"2362.9639","0","2362.9639","0","0"
