Time,Acquistata (W),Autoconsumo (W),Consumo (W),Immessa (W),Produzione (W)
15/07/2020 00:00,"762.0748","0","762.0748","0","0"
15/07/2020 00:15,"1059.7006","0","1059.7006","0","0"
15/07/2020 00:30,"1450.9552","0","1450.9552","0","0"
15/07/2020 00:45,"3221.6436","0","3221.6436","0","0"
15/07/2020 01:00,"1077.8488","0","1077.8488","0","0"
15/07/2020 01:15,"1158.5334","0","1158.5334","0","0"
15/07/2020 01:30,"1312.6572","0","1312.6572","0","0"
15/07/2020 01:45,"1165.4714","0","1165.4714","0","0"
15/07/2020 02:00,"1549.2416","0","1549.2416","0","0"
15/07/2020 02:15,"1320.1311","0","1320.1311","0","0"
15/07/2020 02:30,"1327.6604","0","1327.6604","0","0"
15/07/2020 02:45,"1369.0483","0","1369.0483","0","0"
15/07/2020 03:00,"2580.5605","0","2580.5605","0","0"
15/07/2020 03:15,"1196.3707","0","1196.3707","0","0"
15/07/2020 03:30,"1291.5632","0","1291.5632","0","0"
15/07/2020 03:45,"1369.7496","0","1369.7496","0","0"
15/07/2020 04:00,"767.6618","0","767.6618","0","0"
15/07/2020 04:15,"1142.1691","0","1142.1691","0","0"
15/07/2020 04:30,"1104.6299","0","1104.6299","0","0"
15/07/2020 04:45,"720.301","0","720.301","0","0"
15/07/2020 05:00,"724.789","0","724.789","0","0"
15/07/2020 05:15,"1644.233","0","1644.233","0","0"
15/07/2020 05:30,"1402.1753","0","1402.1753","0","0"
15/07/2020 05:45,"1497.8798","15.6667","1513.5464","0","15.6667"
15/07/2020 06:00,"561.2129","70","631.2129","0","70"
15/07/2020 06:15,"596.9062","174.3333","771.2396","0","174.3333"
15/07/2020 06:30,"1106.7151","417.6667","1524.3817","0","417.6667"
15/07/2020 06:45,"2479.771","674","3153.771","0","674"
15/07/2020 07:00,"81.7639","862.0167","943.7806","112.9834","975"
15/07/2020 07:15,"460.193","1141.3885","1601.5815","205.6115","1347"
15/07/2020 07:30,"0","1077.949","1077.949","665.051","1743"
15/07/2020 07:45,"0","1029.0315","1029.0315","1094.3018","2123.3333"
15/07/2020 08:00,"0","1288.9633","1288.9633","1231.0367","2520"
15/07/2020 08:15,"0","2317.564","2317.564","566.7694","2884.3333"
15/07/2020 08:30,"867.9929","3262.3333","4130.3262","0","3262.3333"
15/07/2020 08:45,"0","1187.6511","1187.6511","2412.0156","3599.6667"
15/07/2020 09:00,"0","1711.4941","1711.4941","2186.5059","3898"
15/07/2020 09:15,"0","1244.8767","1244.8767","2932.7898","4177.6665"
15/07/2020 09:30,"0","1609.7397","1609.7397","2875.5938","4485.3335"
